,Hymn Number,Hymn Title,Hymn Text
280,180," He is risen, he is risen!",". He is risen, he is risen!
Tell it out with joyful voice:
he has burst his three days' prison;
let the whole wide earth rejoice:
death is conquered, we are free,
Christ has won the victory.. Come, ye sad and fearful-hearted,
with glad smile and radiant brow!
Death's long shadows have departed;
Jesus' woes are over now,
and the passion that he bore–
sin and pain can vex no more.. Come, with high and holy hymning,
hail our Lord's triumphant day;
not one darksome cloud is dimming
yonder glorious morning ray,
breaking o'er the purple east,
symbol of our Easter feast.. He is risen, he is risen!
He hath opened heaven's gate:
we are free from sin's dark prison,
risen to a holier state;
and a brighter Easter beam
on our longing eyes shall stream."
281,S180, A Song of Praise,"ntiphon:
Proclaim the greatness of the Lord our God:
he is the Holy One.. Blessed art thou, O Lord God of our fathers;
praised and exalted above all for ever.. Blessed art thou for the Name of thy Majesty;
praised and exalted above all for ever.. Blessed art thou in the temple of thy holiness;
praised and exalted above all for ever.. Blessed art thou that beholdest the depths,
and dwellest between the Cherubim;
praised and exalted above all for ever.. Blessed art thou on the glorious throne of thy kingdom;
praised and exalted above all for ever.. Blessed art thou in the firmament of heaven,
praised and exalted above all for ever.. Blessed art thou, O Father, Son and Holy Spirit;
praised and exalted above all for ever. [Ant.]"
282,181, Awake and sing the song,". Awake and sing the song
of Moses and the Lamb;
wake every heart and every tongue
to praise the Savior's name.. Sing of his dying love,
his resurrection power;
sing how he intercedes above
for those whose sins he bore.. You pilgrims on the road
to Zion's city, sing,
rejoicing in the Lamb of God,
to Christ the eternal King.. Soon shall each raptured tongue
his endless praise proclaim,
and sing in sweeter notes the song
of Moses and the Lamb."
283,S181, A Song of Praise,". Blessed art thou, O Lord God of our fathers;
praised and exalted above all for ever.. Blessed art thou for the Name of thy Majesty;
praised and exalted above all for ever.. Blessed art thou in the temple of thy holiness;
praised and exalted above all for ever.. Blessed art thou that beholdest the depths,
and dwellest between the Cherubim;
praised and exalted above all for ever.. Blessed art thou on the glorious throne of thy kingdom;
praised and exalted above all for ever.. Blessed art thou in the firmament of heaven,
praised and exalted above all for ever.. Blessed art thou, O Father, Son and Holy Spirit;
praised and exalted above all for ever."
284,182, Christ is alive! Let Christians sing,". Christ is alive! Let Christians sing.
His cross stands empty to the sky.
Let streets and homes with praises ring.
His love in death shall never die.. Christ is alive! No longer bound
to distant years in Palestine,
he comes to claim the here and now
and conquer every place and time.. Not throned above, remotely high,
untouched, unmoved by human pains,
but daily, in the midst of life,
our Savior with the Father reigns.. In every insult, rift, and war
where color, scorn or wealth divide,
he suffers still, yet loves the more,
and lives, though ever crucified.. Christ is alive! His Spirit burns
through this and every future age,
till all creation lives and learns
his joy, his justice, love, and praise."
285,S182, A Song of Praise,". Blessed art thou, O Lord God of our fathers;
praised and exalted above all for ever.. Blessed art thou for the Name of thy Majesty;
praised and exalted above all for ever.. Blessed art thou in the temple of thy holiness;
praised and exalted above all for ever.. Blessed art thou that beholdest the depths,
and dwellest between the Cherubim;
praised and exalted above all for ever.. Blessed art thou on the glorious throne of thy kingdom;
praised and exalted above all for ever.. Blessed art thou in the firmament of heaven,
praised and exalted above all for ever.. Blessed art thou, O Father, Son and Holy Spirit;
praised and exalted above all for ever."
286,183," Christians, to the Paschal victim offer your thankful praises!",". Christians, to the Paschal victim offer your thankful praises!. A lamb the sheep redeemeth:
Christ, who only is sinless,
reconcileth sinners to the Father.. Death and life have contended in that combat stupendous:
the Prince of life, who died, reigns immortal.. Speak, Mary, declaring what thou sawest, wayfaring:. ""The tomb of Christ, who is living, the glory of Jesus' resurrection;. bright angels attesting, the shroud and napkin resting.. Yea, Christ my hope is arisen;
to Galilee he will go before you."". Christ indeed from death is risen, our new life obtaining;
have mercy, victor King, ever reigning!men. Alleluia!"
287,S183, A Song of Praise,". Blessed art thou, O Lord God of our fathers;
praised and exalted above all for ever.. Blessed art thou for the Name of thy Majesty;
praised and exalted above all for ever.. Blessed art thou in the temple of thy holiness;
praised and exalted above all for ever.. Blessed art thou that beholdest the depths,
and dwellest between the Cherubim;
praised and exalted above all for ever.. Blessed art thou on the glorious throne of thy kingdom;
praised and exalted above all for ever.. Blessed art thou in the firmament of heaven,
praised and exalted above all for ever.. Blessed art thou, O Father, Son and Holy Spirit;
praised and exalted above all for ever."
288,184, Christ the Lord is risen again!,". Christ the Lord is risen again!
Christ hath broken every chain!
Now through all the world it rings
that the Lamb in King of kings.
Alleluia!efrain:
Alleluia, alleluia, alleluia!
Christ, our Paschal lamb indeed,
Christ, today your people feed.
Alleluia!. He who gave for us his life,
who for us endured the strife,
takes our sin and guilt away
that with angels we may say:
Alleluia! [Refrain]. He who bore all pain and loss
comfortless upon the cross
is exalted now to save,
wresting victory from the grave.
Alleluia! [Refrain]"
289,S184, A Song of Praise,". Blessed art thou, O Lord God of our fathers;
praised and exalted above all for ever.. Blessed art thou for the Name of thy Majesty;
praised and exalted above all for ever.. Blessed art thou in the temple of thy holiness;
praised and exalted above all for ever.. Blessed art thou that beholdest the depths,
and dwellest between the Cherubim;
praised and exalted above all for ever.. Blessed art thou on the glorious throne of thy kingdom;
praised and exalted above all for ever.. Blessed art thou in the firmament of heaven,
praised and exalted above all for ever.. Blessed art thou, O Father, Son and Holy Spirit;
praised and exalted above all for ever."
290,185, Christ Jesus lay in death's strong bands,". Christ Jesus lay in death’s strong bands
for our offenses given;
but now at God’s right hand he stands
and brings us life from heaven;
therefore let us joyful be,
and sing to God right thankfully
loud songs of alleluia!
Alleluia!. It was a strange and dreadful strife
when life and death contended;
the victory remained with life,
the reign of death was ended;
stripped of power, no more he reigns,
an empty form alone remains;
his sting is lost forever!
Alleluia!. So let us keep the festival
to which the Lord invites us;
Christ is himself the joy of all,
the sun that warms and lights us;
by his grace he doth impart
eternal sunshine to the heart;
the night of sin is ended!
Alleluia!. Then let us feast this holy day
on the true bread of heaven;
the word of grace hath purged away
the old and wicked leaven;
Christ alone our souls will feed,
he is our meat and drink indeed;
faith lives upon no other!
Alleluia!"
291,S185, The Song of Mary,"ntiphon:
He that is mighty hath magnified me:
and holy is his Name.. My soul doth magnify the Lord,
and my spirit hath rejoiced in God my Savior.. For he hath regarded the
lowliness of his handmaiden.. For behold from henceforth
all generations shall call me blessed.. For he that is mighty hath magnified me,
and holy is his Name.. And his mercy is on them that fear him
throughout all generations.. He hath showed strength with his arm;
he hath scattered the proud in the imagination of their hearts.. He hath put down the mighty from their seat,
and hath exalted the humble and meek.. He hath filled the hungry with good things,
and the rich he hath sent empty away.. He remembering his mercy
hath holpen his servant Israel,
as he promised to our forefathers,
Abraham and his seed for ever. [Ant.]0. Glory to the Father and to the Son,
and to the Holy Spirit:1. As it was in the beginning, is now,
and will be for ever. Amen. [Ant.]"
292,186, Christ Jesus lay in death's strong bands,". Christ Jesus lay in death’s strong bands
for our offenses given;
but now at God’s right hand he stands
and brings us life from heaven;
therefore let us joyful be,
and sing to God right thankfully
loud songs of alleluia!
Alleluia!. It was a strange and dreadful strife
when life and death contended;
the victory remained with life,
the reign of death was ended;
stripped of power, no more he reigns,
an empty form alone remains;
his sting is lost forever!
Alleluia!. So let us keep the festival
to which the Lord invites us;
Christ is himself the joy of all,
the sun that warms and lights us;
by his grace he doth impart
eternal sunshine to the heart;
the night of sin is ended!
Alleluia!. Then let us feast this holy day
on the true bread of heaven;
the word of grace hath purged away
the old and wicked leaven;
Christ alone our souls will feed,
he is our meat and drink indeed;
faith lives upon no other!
Alleluia!"
293,S186, The Song of Mary,". My soul doth magnify the Lord,
and my spirit hath rejoiced in God my Savior.. For he hath regarded the
lowliness of his handmaiden.. For behold from henceforth
all generations shall call me blessed.. For he that is mighty hath magnified me,
and holy is his Name.. And his mercy is on them that fear him
throughout all generations.. He hath showed strength with his arm;
he hath scattered the proud in the imagination of their hearts.. He hath put down the mighty from their seat,
and hath exalted the humble and meek.. He hath filled the hungry with good things,
and the rich he hath sent empty away.. He remembering his mercy hath holpen his servant Israel,
as he promised to our forefathers,
Abraham and his seed for ever.lory to the Father and to the Son,
and to the Holy Spirit:
As it was in the beginning, is now,
and will be for ever. Amen."
