,Hymn Number,Hymn Title,Hymn Text
278,279," Come, Holy Spirit, Heavenly Dove"," Come, Holy Spirit, heavenly Dove,
with all thy quickening powers;
kindle a flame of sacred love
in these cold hearts of ours. In vain we tune our formal songs;
in vain we strive to rise;
hosannas languish on our tongues,
and our devotion dies. Dear Lord, and shall we ever live
at this poor dying rate?
Our love so faint, so cold to thee,
and thine to us so great! Come, Holy Spirit, heavenly Dove,
with all thy quickening powers;
come, shed abroad a Savior's love,
and that shall kindle ours."
279,280," Come, O Spirit, Dwell Among Us",
280,281,"281. Holy Spirit, Come to Us (Veni Sancte Spiritus)",
281,282," Come Down, O Love Divine"," Come down, O Love Divine;
seek out this soul of mine,
and visit it with your own ardor glowing.
O Comforter, draw near;
within my heart appear,
and kindle it, your holy flame bestowing. O let it freely burn,
till earthly passions turn
to dust and ashes in its heat consuming.
And let your glorious light
shine ever on my sight,
and clothe me round, the while my path illuming. And so the yearning strong,
with which the soul will long,
shall far outpass the power of human telling.
For none can guess God’s grace,
till Love creates a place
wherein the Holy Spirit makes a dwelling."
282,283,"283. Come, O Holy Spirit, Come (Wa wa wa Emimimo)",
283,284,"284. Holy Spirit, Come to Us (Tui amoris ignem)",
284,285, Like the Murmur of the Dove’s Song,
285,286," Breathe on Me, Breath of God"," Breathe on me, Breath of God;
fill me with life anew,
that I may love what thou dost love,
and do what thou wouldst do. Breathe on me, Breath of God,
until my heart is pure,
until with thee I will one will,
to do and to endure. Breathe on me, Breath of God,
till I am wholly thine,
until this earthly part of me
glows with thy fire divine. Breathe on me, Breath of God,
so shall I never die,
but live with thee the perfect life
of thine eternity."
286,287,"287. Gracious Spirit, Heed Our Pleading",
287,288,288. Spirit of the Living God,
288,289,289. On Pentecost They Gathered,
289,290,290. O Day of Joy and Wonder!,
290,291,"291. Spirit, Spirit of Gentleness (Spirit)",
291,292, As the Wind Song (風 之 頌),
292,293, Loving Spirit," Loving Spirit, loving Spirit,
you have chosen me to be,
you have drawn me to your wonder,
you have set your sign on me. Like a mother you enfold me,
hold my life within your own,
feed me with your very body,
form me of your flesh and bone. Like a father you protect me,
teach me the discerning eye,
hoist me up upon your shoulder,
let me see the world from high. Friend and lover, in your closeness
I am known and held and blessed:
in your promise is my comfort,
in your presence I may rest. Loving Spirit, loving Spirit,
you have chosen me to be,
you have drawn me to your wonder,
you have set your sign on me."
293,294,294. Within Our Darkest Night (Dans nos obscurités),
294,295,295. Go to the World!,
295,296,296. Go in Grace and Make Disciples,
296,297,297. In Christ Called to Baptize,
297,298," Lord, You Give the Great Commission",
298,299," You Servants of God, Your Master Proclaim"," You servants of God, your Master proclaim,
and publish abroad Christ’s wonderful name.
The name all victorious of Jesus extol,
whose kingdom is glorious, who rules over all. Ascended on high, almighty to save,
he still remains nigh; his presence we have.
The great congregation his triumph shall sing,
ascribing salvation to Jesus our King. “Salvation to God, who sits on the throne!""
Let all cry aloud and honor the Son.
The praises of Jesus the angels proclaim,
fall down on their faces, and worship the Lamb. Then let us adore and give him his right:
all glory and power, all wisdom and might,
all honor and blessing, with angels above,
and thanks never ceasing, and infinite love!"
299,300,300. We Are One in the Spirit (They’ll Know We Are Christians by Our Love),
300,301,301. Let Us Build a House (All Are Welcome),
301,302,302. When Hands Reach Out and Fingers Trace,
302,303," God the Spirit, Guide and Guardian"," God the Spirit, guide and guardian,
wind-sped flame and hovering dove,
breath of life and voice of prophets,
sign of blessing, power of love:
give to those who lead your people
fresh anointing of your grace;
send them forth as bold apostles
to your church in every place. Christ our Savior, sovereign, shepherd,
Word made flesh, Love crucified,
teacher, healer, suffering servant,
friend of sinners, foe of pride:
in your tending may all *pastors
learn and live a shepherd's care;
grant them courage and compassion
shown through word and deed and prayer. Great Creator, life-bestower,
truth beyond all thought's recall,
fount of wisdom, womb of mercy,
giving and forgiving all:
as you know our strength and weakness,
so may those the church exalts
oversee its life steadfastly,
yet not overlook its faults. Triune God, mysterious being,
undivided and diverse,
deeper than our minds can fathom,
greater than our creeds rehearse:
help us in our varied callings
your full image to proclaim,
that our ministries uniting
may give glory to your name. or ""elders"" or ""deacons"""
303,304, O Sing a New Song to the Lord (Psalm 96)," O sing a new song to the Lord;
sing, all the earth and bless that Name;
from day to day God's praise record;
the Lord's redeeming grace proclaim. Tell all the world God's wondrous ways;
tell all the nations far and near:
great is the Lord, and great God's praise;
the Lord alone, let nations fear. The nations’ gods are idols vain;
the shining heavens the Lord supports;
both light and honor lead the train,
while strength and beauty fill the courts. Let every tongue and every tribe
give to the Lord due praise and sing;
all glory unto God ascribe;
come, throng God’s courts, and offerings bring. Let heaven be glad, let earth rejoice;
the teeming sea resound with praise;
let waving fields lift high their voice,
and all the trees their anthem raise.
Alleluia!"
304,305,"305. Come Sing, O Church, in Joy!",
305,306, Blest Be the Tie That Binds," Blest be the tie that binds
our hearts in Christian love.
The fellowship of kindred minds
is like to that above. Before our *Father's throne
we pour our ardent prayers.
Our fears, our hopes, our aims are one,
our comforts and our cares. We share our mutual woes;
our mutual burdens bear.
And often for each other flows
the sympathizing tear. When we are called to part,
it gives us inward pain;
but we shall still be joined in heart,
and hope to meet again. From sorrow, toil, and pain,
and sin we shall be free;
and perfect love and friendship reign
through all eternity. Or ""Maker's"""
306,307, God of Grace and God of Glory," God of grace and God of glory,
on thy people pour thy power;
crown thine ancient church's story;
bring its bud to glorious flower.
Grant us wisdom, grant us courage,
for the facing of this hour,
for the facing of this hour. Lo! the hosts of evil round us
scorn thy Christ, assail his ways!
From the fears that long have bound us
free our hearts to faith and praise.
Grant us wisdom, grant us courage,
for the living of these days,
for the living of these days. Cure thy children's warring madness;
bend our pride to thy control;
shame our wanton, selfish gladness,
rich in things and poor in soul.
Grant us wisdom, grant us courage,
lest we miss thy kingdom's goal,
lest we miss thy kingdom's goal. Save us from weak resignation
to the evils we deplore.
Let the gift of thy salvation
be our glory evermore.
Grant us wisdom, grant us courage,
serving thee whom we adore,
serving thee whom we adore."
307,308, O God in Whom All Life Begins,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
308,309,"309. Come, Great God of All the Ages",
309,310," I Love Thy Kingdom, Lord"," I love thy kingdom, Lord,
the house of thine abode,
the church our blest Redeemer saved
with his own precious blood. I love thy church, O God.
Her walls before thee stand,
dear as the apple of thine eye,
and graven on thy hand. For her my tears shall fall;
for her my prayers ascend;
to her my cares and toils be given,
till toils and cares shall end. Beyond my highest joy
I prize her heavenly ways:
her sweet communion, solemn vows,
her hymns of love and praise. Sure as thy truth shall last,
to Zion shall be given
the brightest glories earth can yield,
and brighter bliss of heaven."
310,311,"311. Here, O Lord, Your Servants Gather",
311,312," Take Us As We Are, O God"," Take us as we are, O God,
and claim us as your own.
As once you chose to tell your love
in human flesh and bone,
so let our lives be used to make
your saving purpose known. Bless us for your service, Lord;
no power we devise
will ever give us strength enough
or make us truly wise,
yet by your promise we can know
the peace your grace supplies. Break us open to disclose
how brokenness can heal,
wherever broken loaves suffice
to give a crowd a meal
and graves break open to release
new life from death’s dread seal. Give us to the world you love
as light and salt and yeast,
that we may nourish in your name
the last, the lost, the least,
until at length you call us all
to your unending feast."
312,313," Lord, Make Us More Holy"," Lord, make us more holy;
Lord, make us more holy;
Lord, make us more holy,
until we meet again:
holy, holy, holy,
until we meet again. Lord, make us more loving;
Lord, make us more loving;
Lord, make us more loving,
until we meet again:
loving, loving, loving,
until we meet again. Lord, make us more patient;
Lord, make us more patient;
Lord, make us more patient,
until we meet again:
patient, patient, patient,
until we meet again. Lord, make us more faithful;
Lord, make us more faithful;
Lord, make us more faithful,
until we meet again:
faithful, faithful, faithful,
until we meet again."
